scenario_name,run_count,confidence_level,request_success_rate_count,request_success_rate_mean,request_success_rate_std,request_success_rate_ci_low,request_success_rate_ci_high,request_success_rate_min,request_success_rate_max,sla_violation_rate_count,sla_violation_rate_mean,sla_violation_rate_std,sla_violation_rate_ci_low,sla_violation_rate_ci_high,sla_violation_rate_min,sla_violation_rate_max,average_delay_ms_count,average_delay_ms_mean,average_delay_ms_std,average_delay_ms_ci_low,average_delay_ms_ci_high,average_delay_ms_min,average_delay_ms_max,p95_delay_ms_count,p95_delay_ms_mean,p95_delay_ms_std,p95_delay_ms_ci_low,p95_delay_ms_ci_high,p95_delay_ms_min,p95_delay_ms_max,average_memory_mb_count,average_memory_mb_mean,average_memory_mb_std,average_memory_mb_ci_low,average_memory_mb_ci_high,average_memory_mb_min,average_memory_mb_max,failover_batches_count,failover_batches_mean,failover_batches_std,failover_batches_ci_low,failover_batches_ci_high,failover_batches_min,failover_batches_max,cold_backup_startup_delay_ms_count,cold_backup_startup_delay_ms_mean,cold_backup_startup_delay_ms_std,cold_backup_startup_delay_ms_ci_low,cold_backup_startup_delay_ms_ci_high,cold_backup_startup_delay_ms_min,cold_backup_startup_delay_ms_max
single_replica,30,0.95,30,0.981159420289855,0.022098479249241885,0.9732517263582953,0.9890671142214148,0.9239130434782609,1.0,30,0.017241379310344827,0.019209862570039846,0.010367344587959487,0.024115414032730167,0.0,0.06896551724137931,30,150.43952649096326,1.170262219559479,150.02076122899342,150.8582917529331,146.8181818181818,152.0,30,285.0,0.0,285.0,285.0,285.0,285.0,30,1536.0,0.0,1536.0,1536.0,1536.0,1536.0,30,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0
cold_standby,30,0.95,30,1.0,0.0,1.0,1.0,1.0,1.0,30,0.017241379310344827,0.019209862570039846,0.010367344587959487,0.024115414032730167,0.0,0.06896551724137931,30,179.8777563218391,32.52701245141821,168.23832828370058,191.5171843599776,150.68965517241378,267.2877241379311,30,357.0583199999998,276.5176911852892,258.1095532594181,456.00708674058154,285.0,1776.048,30,1549.128205128205,14.627078945638559,1543.8940683303601,1554.36234192605,1536.0,1588.5128205128206,30,1.0,1.1141720290623112,0.6013059861016503,1.3986940138983497,0.0,4.0,30,1600.0,1782.6752464996978,962.0895777626405,2237.9104222373594,0.0,6400.0
hot_standby,30,0.95,30,1.0,0.0,1.0,1.0,1.0,1.0,30,0.0,0.0,0.0,0.0,0.0,0.0,30,152.29154942528737,1.8009145702065719,151.64711226481768,152.93598658575706,150.68965517241378,156.94289655172415,30,285.0,0.0,285.0,285.0,285.0,285.0,30,3072.0,0.0,3072.0,3072.0,3072.0,3072.0,30,1.0,1.1141720290623112,0.6013059861016503,1.3986940138983497,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,0.0
trajectory_dynamic,30,0.95,30,1.0,0.0,1.0,1.0,1.0,1.0,30,0.016666666666666666,0.018382751903272744,0.010088604256518464,0.02324472907681487,0.0,0.06896551724137931,30,178.95821609195403,31.16487815750905,167.80621259413925,190.1102195897688,150.68965517241378,267.2877241379311,30,349.60607999999985,275.30361652913984,251.09175631238168,448.120403687618,285.0,1776.048,30,1706.22905982906,13.99728719280997,1701.2202869743994,1711.2378326837204,1693.5384615384614,1746.051282051282,30,1.0,1.1141720290623112,0.6013059861016503,1.3986940138983497,0.0,4.0,30,1546.6666666666667,1705.9193766237108,936.2224750049136,2157.11085832842,0.0,6400.0
