episode,episode_seed,reward,average_reward_20,epsilon,average_loss,decision_count,replay_size,single_count,cold_count,hot_count,dynamic_count
60,10059,-2.515716604444445,-2.6385563653333333,0.7452272727272727,0.0037926362308028797,13,780,0,2,1,10
61,10060,-2.6783443911111116,-2.6152138746666664,0.740909090909091,0.004161758724456796,13,793,0,3,5,5
62,10061,-2.7250524444444446,-2.6218337013333333,0.7365909090909091,0.0038361228250253657,13,806,0,3,5,5
63,10062,-2.3825724444444445,-2.615245716444444,0.7322727272727273,0.0040074283113846415,13,819,0,6,3,4
64,10063,-2.616098204444445,-2.6001005573333336,0.7279545454545455,0.005596918215115483,13,832,0,5,4,4
65,10064,-4.1231583644444445,-2.6769267493333335,0.7236363636363636,0.004906841159726565,13,845,0,7,2,4
66,10065,-2.717230844444445,-2.6754642906666666,0.7193181818181817,0.004922795610932203,13,858,0,2,4,7
67,10066,-2.598477777777778,-2.6630563048888893,0.7150000000000001,0.005330798932566092,13,871,0,3,5,5
68,10067,-2.483681404444445,-2.6655591662222227,0.7106818181818182,0.004310070357930202,13,884,0,4,3,6
69,10068,-2.8847798044444444,-2.6537776,0.7063636363636363,0.005757941846520855,13,897,0,2,3,8
70,10069,-2.350718417777778,-2.652744034666667,0.7020454545454545,0.004837844108876128,13,910,0,2,4,7
71,10070,-2.2668927111111117,-2.618873089777778,0.6977272727272728,0.005458004736843018,13,923,0,4,2,7
72,10071,-2.7172922311111116,-2.6371785617777777,0.6934090909090909,0.005725129220921259,13,936,0,7,3,3
73,10072,-2.578667857777777,-2.6271080097777775,0.6890909090909091,0.005189700858094371,13,949,0,4,3,6
74,10073,-2.9414355911111114,-2.6601714142222224,0.6847727272727273,0.005171052198140667,13,962,0,5,4,4
75,10074,-3.2766102400000006,-2.708517464,0.6804545454545454,0.004839782352344348,13,975,0,2,3,8
76,10075,-3.145300711111112,-2.734269297777778,0.6761363636363638,0.004900101590185211,13,988,0,1,5,7
77,10076,-2.8624950933333335,-2.7733411991111114,0.6718181818181819,0.0047510177828371525,13,1001,0,8,2,3
78,10077,-3.0355158577777783,-2.7623622408888897,0.6675,0.005194021890369745,13,1014,0,6,0,7
79,10078,-3.204070115555556,-2.805205555555556,0.6631818181818182,0.005080308156231275,13,1027,0,4,3,6
80,10079,-3.768201511111111,-2.867829800888889,0.6588636363636364,0.004701972652513247,13,1040,0,7,3,3
81,10080,-2.914641831111111,-2.8796446728888894,0.6545454545454545,0.0048448968714532945,13,1053,0,4,3,6
82,10081,-2.409244444444445,-2.863854272888889,0.6502272727272728,0.00531744108033868,13,1066,0,3,6,4
83,10082,-2.6546900800000004,-2.877460154666667,0.645909090909091,0.005427123244421987,13,1079,0,7,2,4
84,10083,-2.828047235555556,-2.888057606222223,0.6415909090909091,0.00505575193808629,13,1092,0,2,4,7
85,10084,-2.104889724444445,-2.787144174222223,0.6372727272727272,0.005858961125620856,13,1105,0,4,0,9
86,10085,-2.4467444444444446,-2.773619854222223,0.6329545454545455,0.006443733779283671,13,1118,0,1,6,6
87,10086,-1.9800777777777776,-2.7426998542222227,0.6286363636363637,0.004551202864744342,13,1131,0,5,1,7
88,10087,-2.358706951111112,-2.7364511315555564,0.6243181818181818,0.004694265528367116,13,1144,0,7,1,5
89,10088,-3.3016916266666674,-2.757296722666667,0.62,0.005937769328458951,13,1157,0,7,1,5
90,10089,-2.3873854222222226,-2.7591300728888895,0.6156818181818182,0.004854675865947054,13,1170,0,7,3,3
91,10090,-3.023687395555556,-2.7969698071111115,0.6113636363636363,0.004688705031115275,13,1183,0,5,3,5
92,10091,-2.554654435555556,-2.7888379173333337,0.6070454545454546,0.004255667884046068,13,1196,0,5,3,5
93,10092,-2.5732929244444445,-2.7885691706666673,0.6027272727272728,0.0059601402340027,13,1209,0,7,2,4
94,10093,-2.4524485511111114,-2.764119818666667,0.5984090909090909,0.004303992313977618,13,1222,0,4,6,3
95,10094,-2.1644907911111115,-2.7085138462222225,0.5940909090909091,0.0045584054269756265,13,1235,0,6,3,4
96,10095,-3.551034488888889,-2.7288005351111115,0.5897727272727273,0.004643079771015506,13,1248,0,2,2,9
97,10096,-2.4136991111111112,-2.7063607360000006,0.5854545454545454,0.004017968536712802,13,1261,0,5,2,6
98,10097,-3.212564817777778,-2.7152131840000004,0.5811363636363637,0.004150248723677718,13,1274,0,5,3,5
99,10098,-3.5495308622222224,-2.732486221333333,0.5768181818181819,0.00469869002699852,13,1287,0,5,1,7
100,10099,-2.902504817777778,-2.6892013866666664,0.5725,0.005069377420183558,13,1300,0,4,3,6
101,10100,-2.6023942222222223,-2.673589006222222,0.5681818181818182,0.004256845299656002,13,1313,0,3,4,6
102,10101,-2.604996124444445,-2.6833765902222226,0.5638636363636363,0.003657727941082647,13,1326,0,2,3,8
103,10102,-3.0600756444444452,-2.7036458684444447,0.5595454545454546,0.005898275806640203,13,1339,0,7,3,3
104,10103,-2.302422577777778,-2.677364635555556,0.5552272727272727,0.005177521827415778,13,1352,0,3,1,9
105,10104,-1.9494260444444442,-2.6695914515555557,0.550909090909091,0.005349590156513911,13,1365,0,7,1,5
106,10105,-3.1744507555555557,-2.7059767671111112,0.5465909090909091,0.0050678258905043965,13,1378,0,4,3,6
107,10106,-2.5916016711111114,-2.736552961777778,0.5422727272727272,0.005176295938256841,13,1391,0,6,3,4
108,10107,-2.4416188977777784,-2.7406985591111117,0.5379545454545455,0.004999289907013567,13,1404,0,4,1,8
109,10108,-2.3115563911111114,-2.691191797333334,0.5336363636363637,0.004389193732864582,13,1417,0,4,3,6
110,10109,-3.125443324444445,-2.728094692444445,0.5293181818181818,0.004071005870803044,13,1430,0,5,3,5
111,10110,-2.7027868622222226,-2.712049665777778,0.525,0.005214371252804995,13,1443,0,4,4,5
112,10111,-2.1478341688888896,-2.691708652444445,0.5206818181818182,0.0048471473945448035,13,1456,0,5,2,6
113,10112,-2.6131123022222225,-2.6936996213333337,0.5163636363636364,0.00477708439127757,13,1469,0,3,4,6
114,10113,-2.729329528888889,-2.707543670222223,0.5120454545454545,0.005034581793902012,13,1482,0,6,4,3
115,10114,-2.215846951111111,-2.7101114782222226,0.5077272727272728,0.005028297515729299,13,1495,0,5,2,6
116,10115,-3.2426874311111114,-2.6946941253333336,0.5034090909090909,0.00477515494164366,13,1508,0,7,2,4
117,10116,-2.5097016711111113,-2.6994942533333335,0.49909090909090914,0.00473471016336519,13,1521,0,4,3,6
118,10117,-2.4261985244444446,-2.660175938666667,0.49477272727272725,0.0041168375710885115,13,1534,0,3,3,7
119,10118,-2.3085233422222227,-2.5981255626666666,0.4904545454545455,0.0040359266030673795,13,1547,0,7,0,6
120,10119,-2.463463555555556,-2.576173499555556,0.4861363636363637,0.005494074913888023,13,1560,0,4,3,6
121,10120,-2.302049457777778,-2.561156261333333,0.4818181818181819,0.005035038518074613,13,1573,0,5,2,6
122,10121,-2.620546204444444,-2.5619337653333334,0.47750000000000004,0.00527289049484982,13,1586,0,2,4,7
123,10122,-2.5653046577777783,-2.537195216,0.47318181818181815,0.0053704988139753156,13,1599,0,4,3,6
124,10123,-2.311556391111112,-2.537651906666667,0.46886363636363637,0.00457649459489263,13,1612,0,3,3,7
125,10124,-2.8433701511111114,-2.582349112,0.4645454545454546,0.004621632468815033,13,1625,0,4,4,5
126,10125,-2.7497191111111117,-2.5611125297777777,0.4602272727272727,0.004803425059295618,13,1638,0,3,3,7
127,10126,-2.8042470933333337,-2.5717448008888892,0.45590909090909093,0.004579213340408527,13,1651,0,7,2,4
128,10127,-2.6276933511111116,-2.581048523555556,0.45159090909090915,0.003853729317108026,13,1664,0,8,2,3
129,10128,-2.5157532088888894,-2.5912583644444447,0.4472727272727274,0.004946534647248113,13,1677,0,7,1,5
130,10129,-2.8477528711111115,-2.577373841777778,0.4429545454545455,0.00452262360172776,13,1690,0,6,1,6
131,10130,-2.1954350044444446,-2.5520062488888895,0.4386363636363636,0.004509323133298984,13,1703,0,7,3,3
132,10131,-2.7619168888888894,-2.5827103848888897,0.4343181818181818,0.003986058067172193,13,1716,0,6,1,6
133,10132,-2.2382230577777777,-2.563965922666667,0.43000000000000005,0.005139817304622669,13,1729,0,6,1,6
134,10133,-3.0707188444444444,-2.581035388444445,0.4256818181818183,0.004630666727629991,13,1742,0,1,3,9
135,10134,-2.344231537777778,-2.587454617777778,0.4213636363636364,0.003640759324368376,13,1755,0,6,2,5
136,10135,-2.1115563911111117,-2.530898065777778,0.4170454545454546,0.005272086673917679,13,1768,0,8,1,4
137,10136,-2.809801884444445,-2.5459030764444455,0.4127272727272727,0.005348009093163105,13,1781,0,4,3,6
138,10137,-2.541743484444445,-2.551680324444445,0.40840909090909094,0.0039486064611432645,13,1794,0,4,3,6
139,10138,-2.7467932088888896,-2.573593817777778,0.40409090909090906,0.004820506222761021,13,1807,0,8,2,3
140,10139,-3.077226968888889,-2.6042819884444444,0.3997727272727273,0.004043856993890726,13,1820,0,4,2,7
141,10140,-2.358152444444445,-2.607087137777778,0.3954545454545455,0.003980874236171635,13,1833,0,6,4,3
142,10141,-2.3749522311111115,-2.594807439111111,0.3911363636363637,0.0038139451330957506,13,1846,0,4,0,9
143,10142,-2.5829681422222226,-2.5956906133333333,0.38681818181818184,0.004898106715140434,13,1859,0,6,2,5
144,10143,-2.5104122311111112,-2.605633405333333,0.38250000000000006,0.004533806412767332,13,1872,0,3,5,5
145,10144,-2.5182818844444452,-2.5893789920000003,0.3781818181818182,0.004044295163252032,13,1885,0,3,2,8
146,10145,-3.651214204444445,-2.634453746666667,0.3738636363636364,0.004642362527262706,13,1898,0,3,2,8
147,10146,-2.5855862044444446,-2.6235207022222227,0.3695454545454545,0.004665997649471347,13,1911,0,6,6,1
148,10147,-2.647228835555556,-2.624497476444445,0.36522727272727273,0.004007859101805549,13,1924,0,7,1,5
149,10148,-2.4759798044444445,-2.622508806222222,0.36090909090909096,0.004802687738377314,13,1937,0,6,3,4
150,10149,-3.080417706666667,-2.634142048,0.3565909090909092,0.003873916038383658,13,1950,0,4,3,6
151,10150,-3.177593777777778,-2.683249986666667,0.3522727272727274,0.003833414001676899,13,1963,0,7,1,5
152,10151,-2.2081195911111116,-2.655560121777778,0.3479545454545454,0.005819590950313096,13,1976,0,4,1,8
153,10152,-2.7436134222222224,-2.6808296400000007,0.34363636363636363,0.004689907798400292,13,1989,0,9,2,2
154,10153,-2.882631253333334,-2.6714252604444453,0.33931818181818185,0.004689793514374357,13,2002,0,7,4,2
155,10154,-1.9619777777777778,-2.652312572444445,0.3350000000000001,0.004019139110683822,13,2015,0,7,0,6
156,10155,-2.475267377777778,-2.6704981217777783,0.3306818181818182,0.00457916698920039,13,2028,0,8,4,1
157,10156,-1.880077777777778,-2.6240119164444446,0.3263636363636364,0.0038871894805477215,13,2041,0,8,0,5
158,10157,-2.5632023111111115,-2.625084857777778,0.32204545454545463,0.004782716009336023,13,2054,0,6,1,6
159,10158,-2.873824124444445,-2.631436403555556,0.31772727272727275,0.0041077531551798946,13,2067,0,7,0,6
160,10159,-2.394333617777778,-2.5972917360000003,0.31340909090909086,0.005044163312189854,13,2080,0,7,3,3
161,10160,-2.8827325155555554,-2.6235207395555555,0.3090909090909091,0.005153703360030284,13,2093,0,6,3,4
162,10161,-3.1016961955555558,-2.659857937777778,0.3047727272727273,0.004737217767307391,13,2106,0,6,2,5
163,10162,-2.465714951111112,-2.6539952782222223,0.30045454545454553,0.006174184417781921,13,2119,0,8,2,3
164,10163,-2.217837511111112,-2.6393665422222226,0.29613636363636364,0.0055228769958305815,13,2132,0,6,4,3
165,10164,-2.845037528888889,-2.6557043244444443,0.29181818181818187,0.003473263726426432,13,2145,0,3,1,9
166,10165,-3.373912302222222,-2.6418392293333337,0.2875000000000001,0.004918938037008047,13,2158,0,5,1,7
167,10166,-2.4042818844444445,-2.632774013333333,0.2831818181818182,0.006429758675109882,13,2171,0,0,3,10
168,10167,-2.473922222222223,-2.624108682666667,0.2788636363636364,0.005024973410539902,13,2184,0,1,2,10
169,10168,-2.2461552177777784,-2.6126174533333333,0.27454545454545454,0.004823862610814663,13,2197,0,4,0,9
170,10169,-2.5640517511111116,-2.5867991555555556,0.27022727272727276,0.006761723663657904,13,2210,0,5,3,5
171,10170,-2.5163014755555557,-2.5537345404444443,0.265909090909091,0.005905830856555929,13,2223,0,3,1,9
172,10171,-2.2481195911111116,-2.5557345404444445,0.2615909090909092,0.004932192458699529,13,2236,0,5,2,6
173,10172,-2.377449937777778,-2.5374263662222223,0.2572727272727273,0.004815552831412508,13,2249,0,3,0,10
174,10173,-2.618078631111111,-2.5241987351111113,0.25295454545454543,0.005977517459541559,13,2262,0,3,0,10
175,10174,-2.6101464711111113,-2.556607169777778,0.24863636363636366,0.005069919646932528,13,2275,0,4,1,8
176,10175,-2.2489336177777783,-2.5452904817777777,0.24431818181818188,0.005330628822915829,13,2288,0,6,1,6
177,10176,-2.413074595555556,-2.5719403226666673,0.24,0.005032235398315466,13,2301,0,6,1,6
178,10177,-2.6080555911111114,-2.574182986666667,0.23568181818181821,0.005481109202194672,13,2314,0,6,2,5
179,10178,-2.5225387022222225,-2.556618715555556,0.23136363636363644,0.005484171050529067,13,2327,0,5,0,8
180,10179,-2.677009315555556,-2.5707525004444447,0.22704545454545466,0.00455729215620802,13,2340,0,5,2,6
181,10180,-2.4464961244444448,-2.5489406808888893,0.22272727272727266,0.0037146749942061994,13,2353,0,6,2,5
182,10181,-2.7427903644444447,-2.5309953893333335,0.21840909090909089,0.0045589243169300835,13,2366,0,4,4,5
183,10182,-2.490015768888889,-2.5322104302222224,0.2140909090909091,0.004691613014214314,13,2379,0,4,3,6
184,10183,-2.4435975111111117,-2.5434984302222228,0.20977272727272733,0.004321213381794782,13,2392,0,7,3,3
185,10184,-2.6144689777777783,-2.531970002666667,0.20545454545454556,0.0042479534884198355,13,2405,0,5,4,4
186,10185,-2.4456188977777784,-2.4855553324444446,0.20113636363636367,0.0038346041961071584,13,2418,0,6,2,5
187,10186,-2.378745155555556,-2.4842784960000004,0.1968181818181819,0.00411054936165993,13,2431,0,8,2,3
188,10187,-2.732928284444445,-2.4972287991111117,0.1925,0.005607819104065688,13,2444,0,2,2,9
189,10188,-2.8269111288888893,-2.5262665946666667,0.18818181818181823,0.005041573339929948,13,2457,0,7,1,5
190,10189,-3.2235143822222225,-2.5592397262222226,0.18386363636363634,0.004523433028505399,13,2470,0,4,1,8
191,10190,-2.4738670222222225,-2.557118003555556,0.17954545454545456,0.004289885767950461,13,2483,0,6,5,2
192,10191,-2.250427164444445,-2.5572333822222224,0.1752272727272728,0.0060047742265921375,13,2496,0,3,4,6
193,10192,-3.1021604977777786,-2.5934689102222226,0.170909090909091,0.0053280829989279695,13,2509,0,8,3,2
194,10193,-2.4759798044444445,-2.5863639688888895,0.16659090909090912,0.00586620934952337,13,2522,0,6,3,4
195,10194,-2.3852666666666673,-2.575119978666667,0.16227272727272735,0.004950708620106945,13,2535,0,7,3,3
196,10195,-2.5963789688888896,-2.5924922462222226,0.15795454545454546,0.004366393075682796,13,2548,0,6,3,4
197,10196,-2.9694941866666675,-2.620313225777778,0.15363636363636368,0.004737123739547455,13,2561,0,5,3,5
198,10197,-2.948230684444445,-2.6373219804444448,0.1493181818181818,0.0038698918024937692,13,2574,0,6,3,4
199,10198,-2.420907857777778,-2.632240438222223,0.14500000000000002,0.004426745876956444,13,2587,0,8,2,3
200,10199,-2.5750382755555563,-2.6271418862222227,0.14068181818181824,0.004513697394241507,13,2600,0,6,3,4
201,10200,-2.1917559111111116,-2.614404875555556,0.13636363636363646,0.0038471695823738207,13,2613,0,8,3,2
202,10201,-2.2094522311111113,-2.5877379688888893,0.13204545454545458,0.004010930155905394,13,2626,0,4,3,6
203,10202,-3.3390980088888895,-2.630192080888889,0.1277272727272727,0.005172496840644341,13,2639,0,8,3,2
204,10203,-2.3568336177777782,-2.625853886222223,0.12340909090909091,0.005185000526790435,13,2652,0,5,3,5
205,10204,-2.405973617777778,-2.615429118222223,0.11909090909090914,0.004892577641070462,13,2665,0,5,2,6
206,10205,-2.3992559111111116,-2.6131109688888894,0.11477272727272736,0.004885700746224477,13,2678,0,6,2,5
207,10206,-2.9033491022222226,-2.6393411662222226,0.11045454545454547,0.004875656871053462,13,2691,0,8,4,1
208,10207,-2.5586322133333335,-2.630626362666667,0.1061363636363637,0.003487539477646351,13,2704,0,4,0,9
209,10208,-3.3212536533333337,-2.6553434888888896,0.10181818181818192,0.00431866143256999,13,2717,0,9,1,3
210,10209,-1.9134111111111112,-2.589838325333334,0.09750000000000003,0.004869994528305072,13,2730,0,8,0,5
211,10210,-2.2921444444444448,-2.580752196444445,0.09318181818181814,0.005771665511509547,13,2743,0,3,3,7
212,10211,-2.5933326933333336,-2.5978974728888895,0.08886363636363637,0.005381818090637143,13,2756,0,5,0,8
213,10212,-1.9953111111111113,-2.542555003555556,0.08454545454545459,0.005057533647721777,13,2769,0,2,0,11
214,10213,-2.165144444444445,-2.527013235555556,0.08022727272727281,0.005627642815502791,13,2782,0,8,1,4
215,10214,-2.5501464711111113,-2.535257225777778,0.07590909090909093,0.004553160451066036,13,2795,0,1,1,11
216,10215,-2.2813897244444443,-2.5195077635555565,0.07159090909090915,0.004933694932753077,13,2808,0,3,1,9
217,10216,-2.1782230577777777,-2.4799442071111115,0.06727272727272737,0.005559073993936181,13,2821,0,3,1,9
218,10217,-2.2601230577777778,-2.445538825777778,0.06295454545454549,0.005352814735558171,13,2834,0,3,1,9
219,10218,-2.358134524444445,-2.442400159111111,0.0586363636363636,0.004844617134389969,13,2847,0,8,3,2
220,10219,-2.441757226666667,-2.435736106666667,0.05431818181818182,0.00468828622251749,13,2860,0,3,3,7
221,10220,-2.5035800177777783,-2.451327312,0.050000000000000044,0.004876774144717134,13,2873,0,9,0,4
222,10221,-2.3828280711111116,-2.4599961040000005,0.050000000000000044,0.004721983192631831,13,2886,0,5,2,6
223,10222,-3.3409725333333338,-2.4600898302222225,0.050000000000000044,0.004497511115354987,13,2899,0,9,2,2
224,10223,-2.576197457777778,-2.4710580222222225,0.050000000000000044,0.003907356044062628,13,2912,0,3,3,7
225,10224,-2.372201671111111,-2.4693694248888898,0.050000000000000044,0.0039213358138043145,13,2925,0,8,2,3
226,10225,-2.2596338311111115,-2.4623883208888895,0.050000000000000044,0.005337481082488711,13,2938,0,7,2,4
227,10226,-2.8931824355555555,-2.461879987555556,0.050000000000000044,0.004696510606803573,13,2951,0,9,1,3
228,10227,-2.636396675555556,-2.465768210666667,0.050000000000000044,0.004239072915739738,13,2964,0,9,2,2
229,10228,-2.8129616888888895,-2.4403536124444445,0.050000000000000044,0.004822299654523914,13,2977,0,8,3,2
230,10229,-2.302111946666667,-2.4597886542222227,0.050000000000000044,0.005500998509188111,13,2990,0,7,2,4
231,10230,-2.335722506666667,-2.4619675573333337,0.050000000000000044,0.004036477874391354,13,3003,0,7,1,5
232,10231,-2.778355893333334,-2.4712187173333335,0.050000000000000044,0.004831593859797487,13,3016,0,7,2,4
233,10232,-2.474346951111112,-2.4951705093333336,0.050000000000000044,0.004602408260465241,13,3029,0,9,3,1
234,10233,-2.6189361244444447,-2.5178600933333337,0.050000000000000044,0.004495528508694126,13,3042,0,8,0,5
235,10234,-3.105243164444445,-2.545614928,0.050000000000000044,0.005320732123576677,13,3055,0,8,1,4
236,10235,-1.916092711111111,-2.5273500773333337,0.050000000000000044,0.004239471656127045,13,3068,0,4,0,9
237,10236,-3.349572888888889,-2.585917568888889,0.050000000000000044,0.004889151081442833,13,3081,0,8,0,5
238,10237,-2.8555561066666675,-2.6156892213333336,0.050000000000000044,0.005027147332349649,13,3094,0,7,1,5
239,10238,-2.4878993600000006,-2.6221774631111114,0.050000000000000044,0.0050182764400513126,13,3107,0,7,0,6
240,10239,-2.944164924444445,-2.647297848,0.050000000000000044,0.004826839583424421,13,3120,0,9,2,2
241,10240,-2.0814529244444446,-2.6261914933333332,0.050000000000000044,0.004614948366697018,13,3133,0,5,0,8
242,10241,-2.3173011911111114,-2.622915149333333,0.050000000000000044,0.006117131059559492,13,3146,0,4,5,4
243,10242,-3.0651054933333337,-2.6091217973333336,0.050000000000000044,0.005519110064667005,13,3159,0,4,1,8
244,10243,-2.6788926577777783,-2.614256557333334,0.050000000000000044,0.005769738587192618,13,3172,0,2,5,6
245,10244,-2.5644499377777783,-2.6238689706666674,0.050000000000000044,0.005430760202356256,13,3185,0,5,1,7
246,10245,-2.6175549155555555,-2.6417650248888895,0.050000000000000044,0.005700997864970794,13,3198,0,5,3,5
247,10246,-2.6985107733333336,-2.6320314417777784,0.050000000000000044,0.005086089251562953,13,3211,0,2,3,8
248,10247,-2.348779804444445,-2.6176505982222227,0.050000000000000044,0.0047127724840090824,13,3224,0,2,3,8
249,10248,-2.762302026666667,-2.6151176151111115,0.050000000000000044,0.004496275250298472,13,3237,0,7,1,5
250,10249,-3.305644088888889,-2.6652942222222227,0.050000000000000044,0.005189150070341734,13,3250,0,4,0,9
251,10250,-2.441180284444445,-2.6705671111111116,0.050000000000000044,0.0043901021126657724,13,3263,0,6,1,6
252,10251,-3.448840817777778,-2.7040913573333336,0.050000000000000044,0.005491949098471265,13,3276,0,5,3,5
253,10252,-2.963788924444445,-2.7285634560000003,0.050000000000000044,0.005132933272621953,13,3289,0,6,2,5
