policy_name,episode_index,episode_seed,episode_reward,decision_count,total_requests,successful_requests,request_success_rate,request_batches,sla_violation_batches,sla_violation_rate,average_delay_ms,average_memory_mb,total_cold_start_delay_ms,reconfiguration_count,single_count,cold_count,hot_count,dynamic_count
Fixed-SINGLE,49,30048,-2.3635444444444444,13,92.0,80.0,0.8695652173913043,58.0,6.0,0.10344827586206896,146.15384615384616,1536.0,0.0,0.0,13,0,0,0
Fixed-SINGLE,50,30049,-2.3751555555555557,13,92.0,80.0,0.8695652173913043,58.0,6.0,0.10344827586206896,146.15384615384616,1536.0,0.0,0.0,13,0,0,0
Fixed-COLD,1,30000,-2.9601502933333337,13,92.0,92.0,1.0,58.0,6.0,0.10344827586206896,324.5291034482759,1614.7692307692307,9600.0,0.0,0,13,0,0
Fixed-COLD,2,30001,-2.9232602311111116,13,92.0,92.0,1.0,58.0,6.0,0.10344827586206896,325.37986206896556,1614.7692307692307,9600.0,0.0,0,13,0,0
Fixed-COLD,3,30002,-2.327241813333334,13,92.0,88.0,0.9565217391304348,58.0,4.0,0.06896551724137931,209.59542857142858,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,4,30003,-2.303680284444445,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,237.60937931034485,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,5,30004,-2.716843288888889,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,296.9737931034483,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,6,30005,-1.9749336177777777,13,92.0,92.0,1.0,58.0,1.0,0.017241379310344827,180.23006896551726,1549.128205128205,1600.0,0.0,0,13,0,0
Fixed-COLD,7,30006,-2.0977076444444447,13,92.0,91.0,0.9891304347826086,58.0,2.0,0.034482758620689655,181.43677192982457,1549.128205128205,1600.0,0.0,0,13,0,0
Fixed-COLD,8,30007,-2.1791210488888892,13,92.0,92.0,1.0,58.0,2.0,0.034482758620689655,208.91972413793104,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,9,30008,-2.6759326577777784,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,296.40662068965514,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,10,30009,-2.4420152888888893,13,92.0,89.0,0.967391304347826,58.0,4.0,0.06896551724137931,237.0665263157895,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,11,30010,-2.3449899377777785,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,237.67834482758622,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,12,30011,-1.8848111111111114,13,92.0,89.0,0.967391304347826,58.0,1.0,0.017241379310344827,148.33333333333334,1536.0,0.0,0.0,0,13,0,0
Fixed-COLD,13,30012,-2.013870488888889,13,92.0,92.0,1.0,58.0,1.0,0.017241379310344827,179.66289655172415,1549.128205128205,1600.0,0.0,0,13,0,0
Fixed-COLD,14,30013,-2.1797789688888893,13,92.0,92.0,1.0,58.0,2.0,0.034482758620689655,209.2033103448276,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,15,30014,-1.8092444444444447,13,92.0,92.0,1.0,58.0,0.0,0.0,150.68965517241378,1536.0,0.0,0.0,0,13,0,0
Fixed-COLD,16,30015,-2.7538430044444446,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,296.12303448275867,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,17,30016,-2.8406349511111118,13,92.0,92.0,1.0,58.0,6.0,0.10344827586206896,325.3798620689655,1614.7692307692307,9600.0,0.0,0,13,0,0
Fixed-COLD,18,30017,-2.9905429866666666,13,92.0,92.0,1.0,58.0,6.0,0.10344827586206896,325.37986206896556,1614.7692307692307,9600.0,0.0,0,13,0,0
Fixed-COLD,19,30018,-2.7138096000000003,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,296.12303448275867,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,20,30019,-3.634417404444445,13,92.0,90.0,0.9782608695652174,58.0,10.0,0.1724137931034483,394.9414285714286,1641.025641025641,12800.0,0.0,0,13,0,0
Fixed-COLD,21,30020,-3.181168444444445,13,92.0,88.0,0.9565217391304348,58.0,8.0,0.13793103448275862,306.8613818181818,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,22,30021,-2.3464154311111116,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,238.5291034482759,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,23,30022,-2.858559377777778,13,92.0,91.0,0.9891304347826086,58.0,6.0,0.10344827586206896,300.22863157894744,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,24,30023,-2.6346200177777783,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,296.4066206896552,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,25,30024,-2.796690791111111,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,296.9737931034483,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,26,30025,-2.1393069511111116,13,92.0,92.0,1.0,58.0,2.0,0.034482758620689655,208.91972413793104,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,27,30026,-2.4693694577777783,13,92.0,92.0,1.0,58.0,4.0,0.06896551724137931,267.1497931034483,1588.5128205128206,6400.0,0.0,0,13,0,0
Fixed-COLD,28,30027,-2.5511541155555557,13,92.0,92.0,1.0,58.0,4.0,0.06896551724137931,267.4333793103449,1588.5128205128206,6400.0,0.0,0,13,0,0
Fixed-COLD,29,30028,-2.9193859200000003,13,92.0,92.0,1.0,58.0,6.0,0.10344827586206896,324.81268965517245,1614.7692307692307,9600.0,0.0,0,13,0,0
Fixed-COLD,30,30029,-2.138868337777778,13,92.0,92.0,1.0,58.0,2.0,0.034482758620689655,208.63613793103448,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,31,30030,-2.2209819555555557,13,92.0,92.0,1.0,58.0,2.0,0.034482758620689655,209.2033103448276,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,32,30031,-2.304996124444445,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,238.4601379310345,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,33,30032,-2.67341648,13,92.0,91.0,0.9891304347826086,58.0,5.0,0.08620689655172414,270.74708771929824,1588.5128205128206,6400.0,0.0,0,13,0,0
Fixed-COLD,34,30033,-2.4947559111111115,13,92.0,88.0,0.9565217391304348,58.0,5.0,0.08620689655172414,239.3097142857143,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,35,30034,-2.3844050133333337,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,238.17655172413797,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,36,30035,-3.080283608888889,13,92.0,86.0,0.9347826086956522,58.0,8.0,0.13793103448275862,326.52828571428574,1614.7692307692307,9600.0,0.0,0,13,0,0
Fixed-COLD,37,30036,-2.4179432533333336,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,238.24551724137933,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,38,30037,-2.2256379911111117,13,92.0,89.0,0.967391304347826,58.0,3.0,0.05172413793103448,207.2964210526316,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,39,30038,-2.3444812622222226,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,238.17655172413797,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,40,30039,-2.307207644444445,13,92.0,89.0,0.967391304347826,58.0,4.0,0.06896551724137931,184.57992727272728,1549.128205128205,1600.0,0.0,0,13,0,0
Fixed-COLD,41,30040,-2.773023288888889,13,92.0,92.0,1.0,58.0,4.0,0.06896551724137931,267.71696551724136,1588.5128205128206,6400.0,0.0,0,13,0,0
Fixed-COLD,42,30041,-3.4594108800000005,13,92.0,92.0,1.0,58.0,9.0,0.15517241379310345,414.28468965517243,1654.1538461538462,14400.0,0.0,0,13,0,0
Fixed-COLD,43,30042,-2.5066049422222227,13,92.0,89.0,0.967391304347826,58.0,5.0,0.08620689655172414,241.59357142857147,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,44,30043,-2.344478275555556,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,238.24551724137933,1575.3846153846155,4800.0,0.0,0,13,0,0
Fixed-COLD,45,30044,-2.218496533333334,13,92.0,92.0,1.0,58.0,2.0,0.034482758620689655,208.63613793103448,1562.2564102564102,3200.0,0.0,0,13,0,0
Fixed-COLD,46,30045,-2.8815455822222225,13,92.0,92.0,1.0,58.0,6.0,0.10344827586206896,325.9470344827587,1614.7692307692307,9600.0,0.0,0,13,0,0
Fixed-COLD,47,30046,-3.2182451022222223,13,92.0,91.0,0.9891304347826086,58.0,8.0,0.13793103448275862,359.83901754385965,1627.8974358974358,11200.0,0.0,0,13,0,0
Fixed-COLD,48,30047,-3.4587107911111112,13,92.0,86.0,0.9347826086956522,58.0,10.0,0.1724137931034483,386.838,1641.025641025641,12800.0,0.0,0,13,0,0
Fixed-COLD,49,30048,-2.8895635200000003,13,92.0,89.0,0.967391304347826,58.0,6.0,0.10344827586206896,296.895298245614,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-COLD,50,30049,-2.871489884444445,13,92.0,89.0,0.967391304347826,58.0,6.0,0.10344827586206896,296.8952982456141,1601.6410256410256,8000.0,0.0,0,13,0,0
Fixed-HOT,1,30000,-3.124261404444445,13,92.0,92.0,1.0,58.0,0.0,0.0,159.0118620689655,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,2,30001,-3.1252602311111115,13,92.0,92.0,1.0,58.0,0.0,0.0,159.86262068965516,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,3,30002,-3.2912418133333334,13,92.0,88.0,0.9565217391304348,58.0,2.0,0.034482758620689655,152.45257142857145,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,4,30003,-3.115680284444445,13,92.0,92.0,1.0,58.0,0.0,0.0,154.85075862068967,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,5,30004,-3.123565511111111,13,92.0,92.0,1.0,58.0,0.0,0.0,159.04275862068965,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,6,30005,-3.1122669511111116,13,92.0,92.0,1.0,58.0,0.0,0.0,152.64386206896555,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,7,30006,-3.194374311111112,13,92.0,91.0,0.9891304347826086,58.0,1.0,0.017241379310344827,153.36659649122808,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,8,30007,-3.114509937777778,13,92.0,92.0,1.0,58.0,0.0,0.0,153.7473103448276,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,9,30008,-3.121932657777778,13,92.0,92.0,1.0,58.0,0.0,0.0,158.47558620689654,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,10,30009,-3.1934041777777784,13,92.0,89.0,0.967391304347826,58.0,1.0,0.017241379310344827,152.856,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,11,30010,-3.1163232711111117,13,92.0,92.0,1.0,58.0,0.0,0.0,154.91972413793104,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,12,30011,-3.1848111111111113,13,92.0,89.0,0.967391304347826,58.0,1.0,0.017241379310344827,148.33333333333334,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,13,30012,-3.111926044444445,13,92.0,92.0,1.0,58.0,0.0,0.0,152.07668965517243,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,14,30013,-3.115167857777778,13,92.0,92.0,1.0,58.0,0.0,0.0,154.03089655172417,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,15,30014,-3.109244444444445,13,92.0,92.0,1.0,58.0,0.0,0.0,150.68965517241378,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,16,30015,-3.1226763377777784,13,92.0,92.0,1.0,58.0,0.0,0.0,158.192,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,17,30016,-3.1239682844444445,13,92.0,92.0,1.0,58.0,0.0,0.0,159.8626206896552,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,18,30017,-3.126154097777778,13,92.0,92.0,1.0,58.0,0.0,0.0,159.86262068965516,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,19,30018,-3.1219207111111116,13,92.0,92.0,1.0,58.0,0.0,0.0,158.192,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,20,30019,-3.301139626666666,13,92.0,90.0,0.9782608695652174,58.0,2.0,0.034482758620689655,166.37000000000003,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,21,30020,-3.415335111111111,13,92.0,88.0,0.9565217391304348,58.0,3.0,0.05172413793103448,161.40683636363636,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,22,30021,-3.1177487644444444,13,92.0,92.0,1.0,58.0,0.0,0.0,155.7704827586207,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,23,30022,-3.228337155555556,13,92.0,91.0,0.9891304347826086,58.0,1.0,0.017241379310344827,159.8777543859649,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,24,30023,-3.1212866844444447,13,92.0,92.0,1.0,58.0,0.0,0.0,158.47558620689654,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,25,30024,-3.124857457777778,13,92.0,92.0,1.0,58.0,0.0,0.0,159.04275862068965,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,26,30025,-3.113973617777778,13,92.0,92.0,1.0,58.0,0.0,0.0,153.7473103448276,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,27,30026,-3.1187027911111116,13,92.0,92.0,1.0,58.0,0.0,0.0,156.80496551724138,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,28,30027,-3.1205430044444444,13,92.0,92.0,1.0,58.0,0.0,0.0,157.08855172413794,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,29,30028,-3.124163697777778,13,92.0,92.0,1.0,58.0,0.0,0.0,159.29544827586207,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,30,30029,-3.1135350044444445,13,92.0,92.0,1.0,58.0,0.0,0.0,153.46372413793105,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,31,30030,-3.1157041777777783,13,92.0,92.0,1.0,58.0,0.0,0.0,154.03089655172417,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,32,30031,-3.1169961244444453,13,92.0,92.0,1.0,58.0,0.0,0.0,155.70151724137932,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,33,30032,-3.2035275911111114,13,92.0,91.0,0.9891304347826086,58.0,1.0,0.017241379310344827,158.46638596491226,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,34,30033,-3.274755911111111,13,92.0,88.0,0.9565217391304348,58.0,2.0,0.034482758620689655,153.59542857142858,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,35,30034,-3.117849457777778,13,92.0,92.0,1.0,58.0,0.0,0.0,155.41793103448276,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,36,30035,-3.2958947199999997,13,92.0,86.0,0.9347826086956522,58.0,2.0,0.034482758620689655,155.0997142857143,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,37,30036,-3.118165475555556,13,92.0,92.0,1.0,58.0,0.0,0.0,155.48689655172413,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,38,30037,-3.1896379911111117,13,92.0,89.0,0.967391304347826,58.0,1.0,0.017241379310344827,151.1560701754386,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,39,30038,-3.1172034844444445,13,92.0,92.0,1.0,58.0,0.0,0.0,155.41793103448276,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,40,30039,-3.403874311111111,13,92.0,89.0,0.967391304347826,58.0,3.0,0.05172413793103448,155.48901818181818,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,41,30040,-3.1241344000000004,13,92.0,92.0,1.0,58.0,0.0,0.0,157.37213793103447,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,42,30041,-3.135521991111111,13,92.0,92.0,1.0,58.0,0.0,0.0,166.00882758620688,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,43,30042,-3.277938275555556,13,92.0,89.0,0.967391304347826,58.0,2.0,0.034482758620689655,155.87928571428574,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,44,30043,-3.1172004977777785,13,92.0,92.0,1.0,58.0,0.0,0.0,155.48689655172413,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,45,30044,-3.114607644444445,13,92.0,92.0,1.0,58.0,0.0,0.0,153.46372413793105,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,46,30045,-3.125601137777778,13,92.0,92.0,1.0,58.0,0.0,0.0,160.42979310344828,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,47,30046,-3.2118006577777782,13,92.0,91.0,0.9891304347826086,58.0,1.0,0.017241379310344827,163.34778947368423,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,48,30047,-3.3002663466666666,13,92.0,86.0,0.9347826086956522,58.0,2.0,0.034482758620689655,158.26657142857144,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,49,30048,-3.22006352,13,92.0,89.0,0.967391304347826,58.0,1.0,0.017241379310344827,156.54442105263158,3072.0,0.0,0.0,0,0,13,0
Fixed-HOT,50,30049,-3.1996565511111115,13,92.0,89.0,0.967391304347826,58.0,1.0,0.017241379310344827,156.54442105263158,3072.0,0.0,0.0,0,0,13,0
Fixed-DYNAMIC,1,30000,-2.7190391822222226,13,92.0,92.0,1.0,58.0,4.0,0.06896551724137931,269.35668965517243,1746.051282051282,6400.0,0.0,0,0,0,13
Fixed-DYNAMIC,2,30001,-2.8840935644444445,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,297.7936551724138,1759.179487179487,8000.0,0.0,0,0,0,13
Fixed-DYNAMIC,3,30002,-2.4914084800000005,13,92.0,88.0,0.9565217391304348,58.0,4.0,0.06896551724137931,209.59542857142858,1719.7948717948718,3200.0,0.0,0,0,0,13
Fixed-DYNAMIC,4,30003,-2.4678469511111114,13,92.0,92.0,1.0,58.0,3.0,0.05172413793103448,237.60937931034485,1732.923076923077,4800.0,0.0,0,0,0,13
Fixed-DYNAMIC,5,30004,-2.8810099555555557,13,92.0,92.0,1.0,58.0,5.0,0.08620689655172414,296.9737931034483,1759.179487179487,8000.0,0.0,0,0,0,13
Fixed-DYNAMIC,6,30005,-2.1391002844444444,13,92.0,92.0,1.0,58.0,1.0,0.017241379310344827,180.23006896551726,1706.6666666666667,1600.0,0.0,0,0,0,13
Fixed-DYNAMIC,7,30006,-2.2618743111111113,13,92.0,91.0,0.9891304347826086,58.0,2.0,0.034482758620689655,181.43677192982457,1706.6666666666667,1600.0,0.0,0,0,0,13
